Name,Purpose,Cost Per Item (USD),Quantity,Total (USD),Link,Distributor
"Filament (99g @ 0.10 CAD/g)","Filament for 3D printing Squeak case and other printable parts at local public library. (Added estimated filament usage since I don't have a cart)",0.07,99,6.93,"https://www.hpl.ca/articles/makerspace-price-guide","Hamilton Public Library"
