Name,Purpose,Quantity,Total Cost (USD),Link,Distributor
"Filament for mouse","To print mouse (100g @ 0.1CAD/g)",1,7.00,"https://www.hpl.ca/articles/makerspace-price-guide","Hamilton Public Library"
